Date,Dernier,Ouv.,Plus Haut,Plus Bas,Vol.,Variation %
2020-12-01,18807.0,19695.0,19733.0,18727.0,21940.0,-4.47
2020-11-30,19686.0,18196.0,19723.0,18196.0,14950.0,8.19
2020-11-29,18196.0,17746.0,18212.0,17579.2,3990.0,2.54
2020-11-28,17746.0,17169.3,17800.0,16997.0,5750.0,3.36
2020-11-27,17169.3,17211.7,17492.0,16614.9,11210.0,-0.29
2020-11-26,17219.0,18727.0,18824.0,16592.0,34340.0,-8.07
2020-11-25,18730.0,19134.8,19303.0,18730.0,13480.0,-2.12
2020-11-24,19134.8,18373.0,19349.0,18357.0,14940.0,4.15
2020-11-23,18373.0,18399.0,18655.0,18158.0,8760.0,-0.14
2020-11-22,18399.0,18660.0,18668.0,18122.0,9100.0,-1.4
2020-11-21,18660.0,18669.0,18944.5,18521.0,6620.0,-0.05
2020-11-20,18669.0,17810.0,18699.7,17810.0,7970.0,4.82
2020-11-19,17810.0,17773.0,18140.0,17486.0,5570.0,0.21
2020-11-18,17773.0,17674.9,18212.0,17378.6,17520.0,0.56
2020-11-17,17674.9,16710.0,17740.0,16627.0,12210.0,5.77
2020-11-16,16710.0,15962.2,16827.6,15906.0,6520.0,4.68
2020-11-15,15962.2,16057.0,16095.0,15871.0,2560.0,-0.6
2020-11-14,16058.3,16310.0,16310.0,15833.0,5090.0,-1.54
2020-11-13,16310.0,16296.2,16405.0,16079.0,7700.0,0.1
2020-11-12,16294.0,15710.0,16294.0,15656.0,12300.0,3.72
2020-11-11,15710.0,15312.0,15911.6,15312.0,6940.0,2.6
2020-11-10,15312.0,15329.0,15402.0,15177.0,3740.0,-0.11
2020-11-09,15329.0,15501.0,15687.0,15063.7,8950.0,-1.11
2020-11-08,15501.0,14844.1,15554.2,14844.1,6470.0,4.43
2020-11-07,14844.1,15571.7,15610.0,14734.0,14370.0,-4.67
2020-11-06,15571.7,15568.0,15876.0,15441.0,12100.0,-0.01
2020-11-05,15574.0,14160.0,15574.0,14160.0,15900.0,9.99
2020-11-04,14160.0,14025.0,14160.0,13643.0,10100.0,0.96
2020-11-03,14025.0,13562.0,14025.0,13401.0,5810.0,3.41
2020-11-02,13563.0,13756.0,13828.5,13414.0,6590.0,-1.4
2020-11-01,13756.0,13788.0,13829.0,13679.5,3110.0,-0.23
2020-10-31,13788.0,13568.0,13958.0,13499.0,8950.0,1.62
2020-10-30,13568.0,13451.0,13642.2,13250.0,4660.0,0.87
2020-10-29,13451.0,13272.0,13555.1,13153.0,4070.0000000000005,1.35
2020-10-28,13272.0,13626.3,13763.0,13041.2,7110.0,-2.6
2020-10-27,13626.3,13061.0,13703.5,13061.0,8980.0,4.33
2020-10-26,13061.0,13037.0,13205.0,12863.0,3680.0,0.18
2020-10-25,13037.0,13127.0,13298.0,12990.0,3630.0,-0.72
2020-10-24,13132.0,12935.0,13166.0,12905.0,1970.0,1.52
2020-10-23,12935.0,12988.0,12999.0,12757.0,2900.0,-0.41
2020-10-22,12988.0,12810.9,13128.0,12738.3,6090.0,1.27
2020-10-21,12825.0,11925.0,13099.0,11925.0,15400.0,7.55
2020-10-20,11925.0,11757.0,11980.0,11723.0,5420.0,1.43
2020-10-19,11757.0,11518.0,11764.0,11451.0,3770.0,2.08
2020-10-18,11518.0,11375.0,11518.0,11366.0,1320.0,1.26
2020-10-17,11375.0,11325.0,11375.0,11325.0,1040.0,0.44
2020-10-16,11325.0,11509.0,11540.0,11268.2,3460.0,-1.6
2020-10-15,11509.0,11440.0,11513.0,11335.0,4260.0,0.6
2020-10-14,11440.0,11442.0,11547.0,11347.0,2690.0,-0.02
2020-10-13,11442.0,11560.0,11560.0,11392.5,3910.0,-1.02
2020-10-12,11560.0,11385.0,11698.9,11284.0,6370.0,1.54
2020-10-11,11385.0,11308.0,11430.0,11308.0,1480.0,0.68
2020-10-10,11308.0,11071.0,11450.0,11071.0,4170.0,2.14
2020-10-09,11071.0,10943.0,11102.4,10878.0,2570.0,1.17
2020-10-08,10943.0,10687.0,10943.0,10577.0,3640.0,2.4
2020-10-07,10687.0,10613.7,10687.0,10584.1,1670.0,0.69
2020-10-06,10613.7,10807.0,10807.0,10592.0,3220.0,-1.79
2020-10-05,10807.0,10687.0,10807.0,10669.0,1780.0,1.12
2020-10-04,10687.0,10558.6,10694.1,10557.6,1630.0,1.22
2020-10-03,10558.6,10586.0,10608.0,10535.0,830.0,-0.26
2020-10-02,10586.0,10634.0,10634.0,10476.0,3740.0,-0.45
2020-10-01,10634.0,10795.0,10909.0,10523.0,5680.0,-1.48
2020-09-30,10794.0,10856.0,10856.0,10715.0,1500.0,-0.57
2020-09-29,10856.0,10712.0,10856.0,10697.0,1790.0,1.34
2020-09-28,10712.0,10803.0,10941.0,10712.0,3790.0,-0.84
2020-09-27,10803.0,10750.0,10807.1,10664.0,1750.0,0.49
2020-09-26,10750.0,10708.0,10776.9,10700.7,940.0,0.39
2020-09-25,10708.0,10754.0,10765.0,10629.0,2350.0,-0.43
2020-09-24,10754.0,10263.0,10760.0,10263.0,3200.0,4.78
2020-09-23,10263.0,10549.0,10549.0,10255.0,3090.0,-2.71
2020-09-22,10549.0,10435.0,10589.0,10435.0,2410.0,1.1
2020-09-21,10434.0,10934.5,10980.9,10434.0,6010.0,-4.58
2020-09-20,10934.5,11099.0,11099.0,10848.2,1820.0,-1.48
2020-09-19,11099.0,10957.2,11127.0,10957.2,2470.0,1.29
2020-09-18,10957.2,10959.0,11022.0,10868.0,2260.0,-0.02
2020-09-17,10959.0,10971.3,11040.4,10812.7,2510.0,-0.11
2020-09-16,10971.3,10797.0,11091.0,10690.9,4800.0,1.61
2020-09-15,10797.0,10690.0,10899.9,10690.0,4990.0,1.04
2020-09-14,10686.0,10331.0,10754.0,10331.0,3680.0,3.44
2020-09-13,10331.0,10458.0,10560.0,10244.0,4040.0,-1.21
2020-09-12,10458.0,10405.0,10463.5,10352.0,1430.0,0.51
2020-09-11,10405.0,10355.0,10405.0,10220.0,2470.0,0.48
2020-09-10,10355.0,10240.0,10407.0,10240.0,3550.0,1.12
2020-09-09,10240.0,10149.8,10324.0,10030.0,2410.0,0.89
2020-09-08,10149.8,10397.0,10397.0,10007.0,6760.0,-2.38
2020-09-07,10397.0,10276.0,10397.0,9964.1,6300.0,1.18
2020-09-06,10276.0,10196.9,10325.0,10122.0,2760.0,0.77
2020-09-05,10197.0,10484.7,10517.7,10046.2,8510.0,-2.74
2020-09-04,10484.7,10170.0,10593.0,10170.0,13590.0,3.09
2020-09-03,10170.0,11408.0,11408.0,10011.0,15880.0,-10.85
2020-09-02,11408.0,11942.0,11942.0,11334.0,6190.0,-4.47
2020-09-01,11942.0,11671.0,12037.0,11616.0,5020.0,2.32
2020-08-31,11671.0,11729.9,11734.0,11639.1,2240.0,-0.5
2020-08-30,11729.9,11492.0,11729.9,11492.0,2100.0,2.07
2020-08-29,11492.0,11545.0,11587.0,11476.3,1520.0,-0.46
2020-08-28,11545.0,11343.0,11545.0,11343.0,2020.0,1.78
2020-08-27,11343.0,11471.1,11471.1,11254.0,4810.0,-1.12
2020-08-26,11471.0,11341.0,11482.0,11316.0,2480.0,1.15
2020-08-25,11341.0,11768.0,11768.0,11200.0,6160.0,-3.63
2020-08-24,11768.0,11663.0,11817.9,11616.8,1990.0,0.9
2020-08-23,11663.0,11685.0,11692.6,11551.0,1930.0,-0.19
2020-08-22,11685.0,11531.0,11690.7,11449.0,3460.0,1.34
2020-08-21,11531.0,11884.0,11889.0,11531.0,6100.0,-2.97
2020-08-20,11884.0,11778.0,11900.0,11719.0,2730.0,0.9
2020-08-19,11778.0,11961.8,12004.0,11694.6,6290.0,-1.54
2020-08-18,11961.8,12300.0,12359.0,11927.2,7180.0,-2.75
2020-08-17,12300.0,11925.0,12415.0,11826.1,10120.0,3.14
2020-08-16,11925.0,11873.4,11925.0,11781.0,2710.0,0.43
2020-08-15,11873.4,11761.0,11977.4,11761.0,4040.0,0.96
2020-08-14,11761.0,11792.5,11824.0,11699.0,4650.0,-0.27
2020-08-13,11792.5,11589.0,11792.5,11388.0,5780.0,1.74
2020-08-12,11591.0,11379.8,11591.0,11257.0,5820.0,1.86
2020-08-11,11379.8,11892.0,11912.0,11278.0,7110.0,-4.31
2020-08-10,11892.0,11675.7,12024.0,11675.7,6570.0,1.85
2020-08-09,11675.7,11764.0,11782.0,11572.0,1570.0,-0.75
2020-08-08,11764.0,11580.0,11772.0,11564.0,1870.0,1.59
2020-08-07,11580.0,11759.0,11845.0,11509.0,5090.0,-1.52
2020-08-06,11759.0,11735.8,11858.0,11649.7,3900.0,0.2
2020-08-05,11735.8,11184.0,11735.8,11182.0,5790.0,4.93
2020-08-04,11184.0,11226.5,11346.8,11096.0,3260.0,-0.38
2020-08-03,11226.5,11053.8,11389.0,11053.8,4090.0,1.56
2020-08-02,11053.8,11804.7,11917.0,11032.0,13220.0,-6.36
2020-08-01,11804.7,11350.0,11804.7,11307.0,10570.0,4.01
2020-07-31,11350.0,11123.0,11378.0,11038.0,5830.0,2.04
2020-07-30,11123.0,11117.0,11180.0,10965.0,4250.0,0.05
2020-07-29,11117.0,10932.0,11240.0,10929.2,8820.0,1.69
2020-07-28,10932.0,11044.0,11211.8,10761.0,9880.0,-1.01
2020-07-27,11044.0,9946.3,11249.1,9946.3,21580.0,11.02
2020-07-26,9948.1,9714.9,10008.0,9685.8,8940.0,2.4
2020-07-25,9714.9,9559.1,9730.5,9559.1,2560.0,1.63
2020-07-24,9559.4,9615.0,9615.0,9505.3,2260.0,-0.58
2020-07-23,9615.0,9557.7,9642.9,9494.6,4700.0,0.6
2020-07-22,9557.7,9402.0,9557.7,9349.3,4140.0,1.66
2020-07-21,9402.0,9179.2,9434.0,9179.2,5400.0,2.43
2020-07-20,9179.2,9231.2,9231.2,9169.7,1400.0,-0.56
2020-07-19,9231.2,9189.1,9231.2,9130.5,1440.0,0.46
2020-07-18,9189.1,9167.3,9200.1,9142.9,1170.0,0.24
2020-07-17,9167.3,9149.9,9172.0,9128.8,1060.0,0.19
2020-07-16,9149.9,9210.1,9215.7,9092.1,2870.0,-0.65
2020-07-15,9210.1,9263.4,9263.4,9195.7,900.0,-0.58
2020-07-14,9263.4,9252.0,9270.7,9194.8,2200.0,0.12
2020-07-13,9252.0,9315.8,9344.8,9238.1,1930.0,-0.68
2020-07-12,9315.8,9246.3,9315.8,9195.6,1860.0,0.75
2020-07-11,9246.3,9305.7,9305.7,9221.8,810.0,-0.64
2020-07-10,9305.7,9248.9,9305.7,9161.9,1420.0,0.61
2020-07-09,9248.9,9447.0,9447.0,9215.0,3710.0,-2.1
2020-07-08,9447.0,9267.5,9480.7,9267.5,3810.0,1.94
2020-07-07,9267.5,9361.0,9361.0,9255.1,1630.0,-1.0
2020-07-06,9361.0,9089.7,9361.0,9080.1,4260.0,2.99
2020-07-05,9089.7,9147.7,9152.3,9004.9,2080.0,-0.63
2020-07-04,9147.7,9073.9,9203.5,9060.0,1130.0,0.81
2020-07-03,9073.9,9100.0,9135.5,9058.1,1090.0,-0.29
2020-07-02,9100.0,9239.9,9266.1,8950.2,3790.0,-1.51
2020-07-01,9239.9,9150.6,9298.0,9109.5,2190.0,0.98
2020-06-30,9150.6,9194.4,9206.5,9077.1,1830.0,-0.48
2020-06-29,9194.4,9127.8,9242.1,9030.2,3640.0,0.73
2020-06-28,9127.8,9015.3,9193.2,8949.4,2110.0,1.25
2020-06-27,9015.3,9173.1,9199.5,8857.3,3370.0,-1.72
2020-06-26,9173.1,9257.0,9299.0,9054.1,3690.0,-0.91
2020-06-25,9257.0,9312.1,9344.0,9012.7,5550.0,-0.59
2020-06-24,9312.1,9635.1,9684.1,9222.3,5520.0,-3.35
2020-06-23,9635.1,9697.7,9724.0,9594.7,3420.0,-0.65
2020-06-22,9697.7,9298.1,9794.2,9285.2,5880.0,4.3
2020-06-21,9298.1,9371.3,9431.1,9292.1,1340.0,-0.78
2020-06-20,9371.3,9315.5,9401.0,9178.6,1870.0,0.6
2020-06-19,9315.5,9400.0,9439.9,9241.8,2620.0,-0.9
2020-06-18,9400.0,9473.3,9496.4,9287.2,1660.0,-0.77
2020-06-17,9473.3,9534.4,9566.0,9261.3,3140.0,-0.64
2020-06-16,9534.4,9435.0,9589.9,9388.1,3440.0,1.07
2020-06-15,9433.9,9344.8,9510.0,8914.9,10160.0,0.95
2020-06-14,9345.4,9480.9,9486.0,9262.0,2690.0,-1.43
2020-06-13,9480.8,9468.3,9498.2,9363.6,1850.0,0.13
2020-06-12,9468.3,9272.2,9544.0,9246.0,5050.0,2.11
2020-06-11,9272.2,9898.8,9972.8,9088.6,15780.0,-6.33
2020-06-10,9898.8,9771.9,10004.0,9699.3,4460.0,1.31
2020-06-09,9770.8,9784.4,9875.9,9582.1,3400.0,-0.13
2020-06-08,9783.2,9747.1,9800.0,9650.4,2360.0,0.38
2020-06-07,9746.3,9668.4,9814.0,9402.3,4710.0,0.81
2020-06-06,9668.4,9620.4,9733.0,9552.6,1950.0,0.5
2020-06-05,9620.5,9790.7,9861.8,9620.5,3620.0,-1.74
2020-06-04,9790.7,9672.0,9882.1,9477.0,4280.0,1.23
2020-06-03,9672.0,9530.0,9684.0,9400.0,2660.0,1.49
2020-06-02,9530.0,10221.0,10242.0,9197.4,21470.0,-6.76
2020-06-01,10221.0,9452.1,10390.0,9421.8,13430.0,8.13
2020-05-31,9452.1,9706.4,9707.2,9402.6,3690.0,-2.62
2020-05-30,9706.4,9426.2,9742.0,9338.0,6160.0,2.97
2020-05-29,9426.2,9589.3,9618.5,9352.3,3880.0,-1.7
2020-05-28,9589.3,9210.3,9629.6,9121.7,7630.0,4.11
2020-05-27,9210.3,8845.5,9225.0,8822.8,5460.0,4.12
2020-05-26,8845.5,8902.0,9013.3,8705.0,3940.0,-0.63
2020-05-25,8902.0,8711.5,8960.8,8628.6,5610.0,2.19
2020-05-24,8711.5,9174.6,9300.0,8700.0,6730.0,-5.05
2020-05-23,9174.6,9162.4,9304.0,9088.6,2450.0,0.13
2020-05-22,9162.4,9059.5,9257.3,8935.5,3830.0,1.14
2020-05-21,9059.5,9502.0,9564.0,8821.4,11340.0,-4.66
2020-05-20,9502.0,9770.1,9840.6,9305.1,9600.0,-2.74
2020-05-19,9770.1,9714.8,9877.5,9470.2,5590.0,0.57
2020-05-18,9714.8,9668.2,9941.1,9462.4,9200.0,0.48
2020-05-17,9668.2,9388.0,9877.7,9334.2,9660.0,2.98
2020-05-16,9388.0,9313.3,9580.0,9224.0,4160.0,0.8
2020-05-15,9313.3,9791.0,9836.5,9133.6,11340.0,-4.88
2020-05-14,9791.0,9312.0,9937.8,9267.5,12870.0,5.14
2020-05-13,9312.0,8811.4,9403.2,8799.5,9890.0,5.68
2020-05-12,8811.4,8555.0,8967.0,8526.6,5650.0,3.0
2020-05-11,8555.0,8726.0,9135.8,8211.1,20560.0,-1.96
2020-05-10,8726.0,9537.7,9557.5,8107.4,26500.0,-8.51
2020-05-09,9537.9,9792.2,9900.0,9499.0,8260.0,-2.6
2020-05-08,9792.8,9991.0,10025.0,9713.8,12200.0,-1.87
2020-05-07,9979.6,9150.4,10045.0,9050.0,19870.0,8.97
2020-05-06,9157.9,9020.0,9415.1,8918.3,8730.0,1.53
2020-05-05,9020.1,8871.2,9119.8,8770.9,7710.0,1.74
2020-05-04,8865.8,8901.6,8959.0,8535.0,9320.0,-0.38
2020-05-03,8899.8,8982.3,9198.0,8738.5,9720.0,-0.92
2020-05-02,8982.3,8822.9,8999.0,8763.0,5090.0,1.81
2020-05-01,8822.9,8630.8,9069.9,8630.8,7920.0,2.17
2020-04-30,8635.3,8773.8,9438.8,8416.0,29830.0,-1.57
2020-04-29,8773.3,7750.7,8918.0,7706.1,30210.0,13.12
2020-04-28,7755.8,7777.6,7777.7,7658.6,5620.0,-0.28
2020-04-27,7777.7,7698.0,7777.7,7623.4,6900.0,1.05
2020-04-26,7697.1,7538.5,7697.1,7487.0,5320.0,2.1
2020-04-25,7538.5,7508.4,7700.0,7450.1,5170.0,0.42
2020-04-24,7506.8,7499.0,7614.0,7428.3,8800.0,0.15
2020-04-23,7495.2,7133.3,7744.9,7047.4,16379.999999999998,5.08
2020-04-22,7133.0,6849.9,7164.0,6826.2,5150.0,4.13
2020-04-21,6850.0,6835.0,6955.6,6770.7,6460.0,0.12
2020-04-20,6841.9,7133.4,7235.0,6767.1,9960.0,-4.09
2020-04-19,7133.3,7268.8,7285.4,7058.7,4740.0,-1.87
2020-04-18,7269.1,7045.9,7300.1,7044.9,5200.0,3.17
2020-04-17,7045.8,7114.7,7158.9,7013.4,4680.0,-0.97
2020-04-16,7114.9,6629.1,7200.0,6500.4,17750.0,7.25
2020-04-15,6633.8,6874.0,6938.4,6621.3,6010.0,-3.47
2020-04-14,6872.4,6847.9,6984.9,6762.9,4300.0,0.35
2020-04-13,6848.7,6916.5,6916.5,6576.5,12680.0,-0.93
2020-04-12,6913.0,6884.5,7192.2,6797.6,8890.0,0.41
2020-04-11,6884.5,6874.3,6954.4,6780.0,4070.0000000000005,0.13
2020-04-10,6875.5,7293.7,7305.8,6756.4,15840.0,-5.73
2020-04-09,7293.5,7367.1,7370.7,7117.0,7750.0,-1.0
2020-04-08,7367.0,7203.0,7420.0,7155.8,8180.0,2.28
2020-04-07,7203.0,7340.2,7452.0,7088.0,11990.0,-1.95
2020-04-06,7346.0,6780.2,7350.1,6779.9,14590.0,8.38
2020-04-05,6778.0,6880.6,6914.7,6693.4,5650.0,-1.51
2020-04-04,6881.6,6738.5,7010.8,6660.0,7120.0,2.09
2020-04-03,6740.8,6810.7,7048.1,6624.6,9970.0,-1.14
2020-04-02,6818.3,6685.7,7263.3,6591.3,20080.0,2.15
2020-04-01,6675.0,6429.0,6714.6,6180.0,11230.0,3.85
2020-03-31,6427.7,6409.1,6536.0,6350.0,5750.0,0.31
2020-03-30,6407.6,5893.7,6627.1,5880.9,12380.0,8.74
2020-03-29,5892.6,6252.3,6279.6,5892.6,11220.0,-5.71
2020-03-28,6249.3,6366.0,6366.0,6061.4,12960.0,-1.89
2020-03-27,6370.0,6755.0,6856.0,6277.8,11080.0,-5.64
2020-03-26,6750.7,6688.2,6790.1,6536.9,6730.0,0.93
2020-03-25,6688.2,6762.0,6968.0,6449.9,13790.0,-1.09
2020-03-24,6762.0,6491.2,6838.5,6406.1,16620.0,4.17
2020-03-23,6491.2,5820.1,6652.4,5682.7,19550.0,11.4
2020-03-22,5827.0,6202.7,6410.6,5757.3,16280.000000000002,-6.04
2020-03-21,6201.8,6211.1,6461.0,5884.7,12940.0,-0.06
2020-03-20,6205.8,6173.5,6897.0,5687.6,31080.0,0.52
2020-03-19,6173.4,5417.1,6412.6,5266.4,31250.0,13.98
2020-03-18,5416.2,5339.0,5452.7,5033.9,21130.0,1.33
2020-03-17,5345.2,5068.3,5564.2,4964.4,19600.0,5.67
2020-03-16,5058.5,5381.9,5381.9,4468.0,41780.0,-6.03
2020-03-15,5383.2,5217.1,5984.2,5133.0,22620.0,3.16
2020-03-14,5218.2,5621.8,5673.2,5099.0,18640.0,-7.24
2020-03-13,5625.4,4873.1,5965.3,4001.0,102820.0,14.17
2020-03-12,4927.0,7975.3,8001.7,4612.1,116680.0,-38.18
2020-03-11,7969.6,7917.9,8020.6,7635.1,10980.0,0.71
2020-03-10,7913.8,7965.5,8180.0,7779.0,10170.0,-0.67
2020-03-09,7967.3,8073.8,8214.9,7700.0,22560.0,-1.32
2020-03-08,8074.0,8917.2,8917.2,8049.5,25590.0,-9.47
2020-03-07,8919.0,9180.6,9231.1,8884.8,4490.0,-2.85
2020-03-06,9180.6,9085.6,9199.7,9016.1,3140.0,0.99
2020-03-05,9090.8,8795.3,9185.0,8795.3,5720.0,3.44
2020-03-04,8788.6,8791.1,8877.7,8718.4,4170.0,-0.03
2020-03-03,8791.1,8938.5,8940.0,8700.0,5320.0,-1.64
2020-03-02,8938.1,8556.8,8990.8,8524.6,5320.0,4.35
2020-03-01,8565.2,8561.5,8775.0,8460.0,5390.0,0.09
2020-02-29,8557.3,8730.6,8820.9,8557.3,2500.0,-1.96
2020-02-28,8728.0,8826.1,8908.3,8455.2,7090.0,-1.11
2020-02-27,8825.8,8813.2,8975.0,8555.0,8390.0,0.14
2020-02-26,8813.2,9324.8,9385.9,8652.7,14590.0,-5.51
2020-02-25,9327.5,9674.0,9686.6,9251.4,8490.0,-3.58
2020-02-24,9674.1,9983.8,10022.0,9484.3,6590.0,-3.11
2020-02-23,9985.0,9663.0,10001.0,9660.2,7300.0,3.34
2020-02-22,9662.4,9693.0,9714.0,9565.2,1840.0,-0.32
2020-02-21,9693.5,9609.2,9757.4,9567.9,11100.0,0.89
2020-02-20,9608.1,9586.2,9694.7,9362.4,6500.0,0.17
2020-02-19,9592.2,10184.0,10309.0,9350.3,13940.0,-5.8
2020-02-18,10183.0,9708.0,10275.0,9625.9,8250.0,4.89
2020-02-17,9708.0,9929.7,9963.8,9501.5,9300.0,-2.23
2020-02-16,9929.7,9901.0,10037.0,9651.4,6930.0,0.29
2020-02-15,9901.0,10335.0,10370.0,9800.3,6400.0,-4.2
2020-02-14,10335.0,10222.0,10371.0,10101.0,4130.0,1.11
2020-02-13,10222.0,10338.0,10489.0,10080.0,8980.0,-1.13
2020-02-12,10339.0,10249.0,10458.0,10238.0,8710.0,0.9
2020-02-11,10247.0,9851.2,10316.0,9720.0,8450.0,4.03
2020-02-10,9850.2,10151.5,10187.0,9737.8,8520.0,-2.96
2020-02-09,10151.0,9877.3,10161.0,9871.1,9640.0,2.77
2020-02-08,9877.2,9805.2,9920.7,9657.8,5530.0,0.73
2020-02-07,9805.2,9745.0,9859.6,9695.5,3700.0,0.62
2020-02-06,9744.9,9612.0,9860.0,9547.0,8580.0,1.38
2020-02-05,9612.0,9197.5,9731.2,9180.2,10770.0,4.51
2020-02-04,9197.4,9309.2,9359.8,9112.5,4070.0000000000005,-1.2
2020-02-03,9309.3,9353.1,9625.3,9247.1,6720.0,-0.47
2020-02-02,9353.1,9408.0,9501.0,9175.4,6440.0,-0.61
2020-02-01,9410.6,9371.3,9476.4,9318.1,2530.0,0.46
2020-01-31,9367.4,9512.7,9519.9,9221.9,4870.0,-1.53
2020-01-30,9512.7,9305.1,9550.0,9175.7,9020.0,2.24
2020-01-29,9304.2,9390.9,9442.0,9244.4,4600.0,-0.95
2020-01-28,9393.7,8912.1,9413.0,8912.1,9120.0,5.41
2020-01-27,8912.0,8622.0,9001.8,8585.2,6280.0,3.37
2020-01-26,8621.6,8351.1,8622.0,8303.6,3520.0,3.21
2020-01-25,8353.7,8447.1,8447.2,8280.0,2100.0,-1.11
2020-01-24,8447.1,8403.6,8521.8,8247.7,3510.0,0.52
2020-01-23,8403.5,8668.9,8669.3,8296.9,5700.0,-3.01
2020-01-22,8663.9,8734.2,8799.9,8580.6,2350.0,-0.8
2020-01-21,8734.1,8638.2,8782.8,8512.2,3250.0,1.11
2020-01-20,8638.2,8698.6,8741.1,8519.6,4110.0,-0.64
2020-01-19,8694.0,8891.6,9169.5,8455.7,12410.0,-2.22
2020-01-18,8891.5,8873.1,8965.0,8794.2,3460.0,0.18
2020-01-17,8875.4,8719.5,8994.9,8674.2,9690.0,1.78
2020-01-16,8720.6,8810.9,8839.9,8579.8,5310.0,-0.99
2020-01-15,8807.7,8760.8,8873.0,8560.2,8780.0,0.37
2020-01-14,8775.6,8104.1,8829.0,8099.3,16570.0,8.41
2020-01-13,8094.5,8174.9,8198.3,8053.6,2590.0,-0.98
2020-01-12,8174.7,8013.6,8174.7,7951.7,3210.0,2.01
2020-01-11,8013.8,8184.3,8271.9,7994.6,4250.0,-1.99
2020-01-10,8176.3,7817.4,8177.8,7678.5,7860.0,4.59
2020-01-09,7817.5,8036.8,8036.8,7756.2,4670.0,-2.73
2020-01-08,8036.8,8158.2,8442.0,7882.8,11760.0,-1.39
2020-01-07,8150.0,7759.5,8200.1,7741.9,12350.0,5.05
2020-01-06,7757.9,7364.7,7784.9,7358.0,8540.0,5.34
2020-01-05,7364.6,7370.3,7509.9,7315.8,4450.0,-0.07
2020-01-04,7369.8,7371.8,7422.0,7297.7,4270.0,0.03
2020-01-03,7367.5,6989.4,7437.6,6909.3,6680.0,5.41
2020-01-02,6989.4,7212.7,7225.2,6963.0,4850.0,-3.1
2020-01-01,7212.7,7208.2,7268.8,7185.4,2070.0,0.06
2019-12-31,7208.3,7261.0,7333.0,7161.3,2990.0,-0.72
2019-12-30,7260.9,7413.0,7421.6,7217.7,4090.0,-2.12
2019-12-29,7417.9,7333.2,7551.6,7311.8,2490.0,1.14
2019-12-28,7334.4,7293.6,7389.9,7280.5,2730.0,0.65
2019-12-27,7287.0,7235.3,7300.0,7114.1,4000.0,0.75
2019-12-26,7232.4,7220.1,7464.3,7189.0,4720.0,0.17
2019-12-25,7220.1,7270.0,7287.4,7144.8,3360.0,-0.78
2019-12-24,7276.9,7346.2,7445.0,7182.9,4250.0,-0.96
2019-12-23,7347.4,7538.9,7715.0,7283.1,7080.0,-2.45
2019-12-22,7532.0,7166.3,7541.3,7159.6,3620.0,5.1
2019-12-21,7166.4,7213.0,7215.1,7145.2,2280.0,-0.65
2019-12-20,7212.9,7181.8,7249.0,7116.8,5700.0,0.43
2019-12-19,7181.8,7326.9,7412.5,7089.1,5430.0,-1.93
2019-12-18,7323.4,6667.1,7480.2,6479.4,13750.0,9.84
2019-12-17,6667.1,6926.6,6972.0,6624.3,12660.0,-3.75
2019-12-16,6926.8,7152.7,7189.9,6900.0,13420.0,-3.16
2019-12-15,7152.7,7100.8,7218.6,7046.6,3530.0,0.73
2019-12-14,7100.8,7283.1,7290.5,7038.5,3410.0,-2.5
2019-12-13,7283.2,7224.1,7331.9,7218.7,2900.0,0.82
2019-12-12,7224.0,7231.2,7325.6,7133.8,5640.0,-0.09
2019-12-11,7230.7,7254.7,7296.2,7170.1,3120.0,-0.33
2019-12-10,7254.6,7373.8,7433.0,7207.5,3640.0,-1.69
2019-12-09,7379.5,7563.8,7701.1,7309.1,6560.0,-2.45
2019-12-08,7564.6,7543.2,7620.0,7433.6,4300.0,0.28
2019-12-07,7543.2,7584.7,7665.1,7520.1,1720.0,-0.59
2019-12-06,7588.3,7439.9,7648.6,7350.1,5710.0,1.99
2019-12-05,7440.0,7239.3,7522.8,7193.7,4790.0,2.79
2019-12-04,7238.2,7336.9,7887.7,7134.1,11720.0,-1.33
2019-12-03,7336.0,7350.2,7453.5,7288.0,2300.0,-0.19
2019-12-02,7350.3,7450.1,7467.3,7209.4,4630.0,-1.34
2019-12-01,7450.1,7599.9,7600.1,7288.7,6330.0,-1.97
2019-11-30,7599.9,7796.5,7849.6,7495.0,4970.0,-2.52
2019-11-29,7796.6,7460.7,7916.3,7450.0,7280.0,4.5
2019-11-28,7460.8,7547.3,7683.0,7415.0,4340.0,-1.17
2019-11-27,7549.3,7198.3,7689.0,6880.0,13900.0,4.88
2019-11-26,7198.3,7162.8,7384.7,7061.2,5200.0,0.42
2019-11-25,7168.0,6965.2,7413.6,6619.4,18520.0,2.91
2019-11-24,6965.3,7352.7,7372.0,6922.0,8580.0,-5.27
2019-11-23,7352.6,7318.6,7385.0,7141.0,4630.0,0.4
2019-11-22,7323.0,7672.5,7763.3,6820.1,19370.0,-4.54
2019-11-21,7671.1,8126.4,8155.9,7510.1,9890.0,-5.6
2019-11-20,8126.4,8164.9,8255.0,8081.0,2060.0,-0.47
2019-11-19,8164.9,8219.5,8241.9,8055.2,3700.0,-0.66
2019-11-18,8219.5,8536.7,8536.8,8119.0,6360.0,-3.72
2019-11-17,8537.3,8523.4,8662.9,8422.0,2840.0,0.16
2019-11-16,8523.5,8494.8,8553.1,8442.7,1530.0,0.33
