Date,Ouv.
2015-07-26,289.4
2015-07-27,293.0
2015-07-28,294.8
2015-07-29,295.2
2015-07-30,289.9
2015-07-31,288.2
2015-08-01,284.5
2015-08-02,280.3
2015-08-03,282.4
2015-08-04,281.3
2015-08-05,285.5
2015-08-06,282.6
2015-08-07,279.1
2015-08-08,280.2
2015-08-09,261.3
2015-08-10,265.6
2015-08-11,265.1
2015-08-12,272.0
2015-08-13,267.1
2015-08-14,264.5
2015-08-15,266.3
2015-08-16,262.2
2015-08-17,259.9
2015-08-18,258.5
2015-08-19,194.0
2015-08-20,226.3
2015-08-21,235.5
2015-08-22,232.2
2015-08-23,230.3
2015-08-24,228.1
2015-08-25,210.5
2015-08-26,222.7
2015-08-27,226.1
2015-08-28,225.8
2015-08-29,231.8
2015-08-30,230.8
2015-08-31,230.0
2015-09-01,231.4
2015-09-02,228.2
2015-09-03,229.7
2015-09-04,227.3
2015-09-05,230.9
2015-09-06,235.8
2015-09-07,241.0
2015-09-08,240.9
2015-09-09,244.2
2015-09-10,238.9
2015-09-11,239.5
2015-09-12,240.6
2015-09-13,235.8
2015-09-14,231.0
2015-09-15,230.9
2015-09-16,230.9
2015-09-17,229.0
2015-09-18,233.6
2015-09-19,233.8
2015-09-20,232.1
2015-09-21,232.1
2015-09-22,227.2
2015-09-23,231.1
2015-09-24,230.5
2015-09-25,234.6
2015-09-26,235.3
2015-09-27,234.6
2015-09-28,233.4
2015-09-29,240.4
2015-09-30,236.8
2015-10-01,236.5
2015-10-02,238.5
2015-10-03,237.9
2015-10-04,239.8
2015-10-05,239.5
2015-10-06,242.0
2015-10-07,247.4
2015-10-08,244.0
2015-10-09,243.0
2015-10-10,244.8
2015-10-11,246.0
2015-10-12,248.0
2015-10-13,246.2
2015-10-14,251.3
2015-10-15,253.5
2015-10-16,255.2
2015-10-17,263.5
2015-10-18,272.9
2015-10-19,265.0
2015-10-20,265.1
2015-10-21,271.0
2015-10-22,267.8
2015-10-23,275.8
2015-10-24,279.2
2015-10-25,284.2
2015-10-26,284.7
2015-10-27,287.2
2015-10-28,295.3
2015-10-29,304.5
2015-10-30,314.9
2015-10-31,328.2
2015-11-01,316.0
2015-11-02,330.2
2015-11-03,365.3
2015-11-04,405.0
2015-11-05,409.2
2015-11-06,387.9
2015-11-07,375.6
2015-11-08,384.9
2015-11-09,374.1
2015-11-10,381.1
2015-11-11,340.2
2015-11-12,314.3
2015-11-13,337.6
2015-11-14,338.5
2015-11-15,333.4
2015-11-16,320.5
2015-11-17,332.1
2015-11-18,336.3
2015-11-19,335.9
2015-11-20,326.5
2015-11-21,322.2
2015-11-22,327.8
2015-11-23,324.7
2015-11-24,323.6
2015-11-25,320.1
2015-11-26,329.9
2015-11-27,354.0
2015-11-28,358.9
2015-11-29,358.6
2015-11-30,373.9
2015-12-01,376.9
2015-12-02,362.7
2015-12-03,359.1
2015-12-04,360.5
2015-12-05,363.2
2015-12-06,390.0
2015-12-07,390.6
2015-12-08,396.7
2015-12-09,422.0
2015-12-10,418.7
2015-12-11,414.9
2015-12-12,457.0
2015-12-13,435.6
2015-12-14,432.5
2015-12-15,442.6
2015-12-16,466.0
2015-12-17,455.0
2015-12-18,455.6
2015-12-19,463.5
2015-12-20,462.4
2015-12-21,442.6
2015-12-22,437.5
2015-12-23,435.6
2015-12-24,442.6
2015-12-25,456.1
2015-12-26,455.5
2015-12-27,416.5
2015-12-28,422.3
2015-12-29,420.1
2015-12-30,431.8
2015-12-31,424.7
2016-01-01,429.0
2016-01-02,434.0
2016-01-03,432.7
2016-01-04,428.6
2016-01-05,432.9
2016-01-06,431.8
2016-01-07,428.9
2016-01-08,458.8
2016-01-09,454.0
2016-01-10,449.2
2016-01-11,449.4
2016-01-12,449.3
2016-01-13,432.0
2016-01-14,431.1
2016-01-15,429.3
2016-01-16,359.0
2016-01-17,388.4
2016-01-18,382.0
2016-01-19,387.0
2016-01-20,378.9
2016-01-21,419.5
2016-01-22,411.0
2016-01-23,381.0
2016-01-24,385.6
2016-01-25,402.8
2016-01-26,391.0
2016-01-27,391.3
2016-01-28,394.7
2016-01-29,378.4
2016-01-30,377.6
2016-01-31,377.0
2016-02-01,365.5
2016-02-02,371.4
2016-02-03,372.9
2016-02-04,369.0
2016-02-05,389.8
2016-02-06,386.5
2016-02-07,373.7
2016-02-08,372.0
2016-02-09,370.5
2016-02-10,374.3
2016-02-11,380.9
2016-02-12,378.0
2016-02-13,382.9
2016-02-14,393.0
2016-02-15,408.3
2016-02-16,399.9
2016-02-17,407.3
2016-02-18,414.9
2016-02-19,421.5
2016-02-20,419.8
2016-02-21,438.7
2016-02-22,440.5
2016-02-23,440.3
2016-02-24,421.4
2016-02-25,426.4
2016-02-26,424.9
2016-02-27,435.5
2016-02-28,434.2
2016-02-29,434.5
2016-03-01,439.2
2016-03-02,434.8
2016-03-03,422.1
2016-03-04,420.6
2016-03-05,408.8
2016-03-06,397.4
2016-03-07,403.8
2016-03-08,412.6
2016-03-09,411.4
2016-03-10,413.0
2016-03-11,416.5
2016-03-12,420.5
2016-03-13,410.0
2016-03-14,411.9
2016-03-15,415.9
2016-03-16,415.5
2016-03-17,417.3
2016-03-18,418.8
2016-03-19,407.7
2016-03-20,408.4
2016-03-21,411.3
2016-03-22,411.9
2016-03-23,417.7
2016-03-24,418.1
2016-03-25,415.3
2016-03-26,416.0
2016-03-27,416.7
2016-03-28,427.4
2016-03-29,424.1
2016-03-30,416.0
2016-03-31,413.2
2016-04-01,416.0
2016-04-02,417.9
2016-04-03,420.3
2016-04-04,420.6
2016-04-05,420.5
2016-04-06,423.8
2016-04-07,422.6
2016-04-08,422.3
2016-04-09,418.5
2016-04-10,418.5
2016-04-11,421.3
2016-04-12,423.7
2016-04-13,426.6
2016-04-14,424.8
2016-04-15,426.0
2016-04-16,431.5
2016-04-17,432.5
2016-04-18,428.5
2016-04-19,430.0
2016-04-20,437.8
2016-04-21,443.9
2016-04-22,452.3
2016-04-23,447.8
2016-04-24,453.7
2016-04-25,463.0
2016-04-26,461.8
2016-04-27,468.1
2016-04-28,444.9
2016-04-29,450.5
2016-04-30,455.3
2016-05-01,446.6
2016-05-02,451.1
2016-05-03,443.7
2016-05-04,450.4
2016-05-05,447.4
2016-05-06,448.4
2016-05-07,461.2
2016-05-08,460.2
2016-05-09,459.9
2016-05-10,461.6
2016-05-11,450.7
2016-05-12,452.3
2016-05-13,455.0
2016-05-14,455.8
2016-05-15,455.8
2016-05-16,457.9
2016-05-17,453.0
2016-05-18,453.2
2016-05-19,453.5
2016-05-20,434.5
2016-05-21,441.6
2016-05-22,440.8
2016-05-23,437.5
2016-05-24,443.5
2016-05-25,445.0
2016-05-26,449.1
2016-05-27,454.0
2016-05-28,472.0
2016-05-29,527.0
2016-05-30,531.0
2016-05-31,532.9
2016-06-01,530.7
2016-06-02,536.8
2016-06-03,538.8
2016-06-04,570.9
2016-06-05,572.9
2016-06-06,574.0
2016-06-07,585.2
2016-06-08,576.9
2016-06-09,583.0
2016-06-10,575.5
2016-06-11,580.1
2016-06-12,614.6
2016-06-13,672.0
2016-06-14,705.9
2016-06-15,684.5
2016-06-16,697.0
2016-06-17,769.5
2016-06-18,748.7
2016-06-19,757.6
2016-06-20,767.3
2016-06-21,705.8
2016-06-22,669.0
2016-06-23,605.6
2016-06-24,625.8
2016-06-25,665.5
2016-06-26,664.9
2016-06-27,627.4
2016-06-28,662.2
2016-06-29,646.6
2016-06-30,640.0
2016-07-01,674.7
2016-07-02,674.8
2016-07-03,706.0
2016-07-04,659.3
2016-07-05,681.3
2016-07-06,667.8
2016-07-07,677.4
2016-07-08,640.5
2016-07-09,664.8
2016-07-10,648.1
2016-07-11,649.7
2016-07-12,648.0
2016-07-13,667.1
2016-07-14,653.7
2016-07-15,659.8
2016-07-16,665.5
2016-07-17,665.3
2016-07-18,683.2
2016-07-19,674.3
2016-07-20,675.0
2016-07-21,665.8
2016-07-22,665.0
2016-07-23,648.0
2016-07-24,654.0
2016-07-25,661.8
2016-07-26,654.2
2016-07-27,648.5
2016-07-28,648.5
2016-07-29,657.0
2016-07-30,658.3
2016-07-31,655.0
2016-08-01,622.7
2016-08-02,608.3
2016-08-03,604.1
2016-08-04,604.1
2016-08-05,604.1
2016-08-06,604.1
2016-08-07,604.1
2016-08-08,604.1
2016-08-09,604.1
2016-08-10,604.1
2016-08-11,590.5
2016-08-12,591.3
2016-08-13,585.5
2016-08-14,583.7
2016-08-15,569.4
2016-08-16,564.6
2016-08-17,574.2
2016-08-18,571.8
2016-08-19,572.3
2016-08-20,573.5
2016-08-21,582.1
2016-08-22,581.4
2016-08-23,588.0
2016-08-24,583.5
2016-08-25,580.3
2016-08-26,577.2
2016-08-27,578.0
2016-08-28,568.5
2016-08-29,574.2
2016-08-30,574.8
2016-08-31,579.5
2016-09-01,576.2
2016-09-02,572.7
2016-09-03,579.8
2016-09-04,609.9
2016-09-05,614.5
2016-09-06,611.5
2016-09-07,615.1
2016-09-08,619.8
2016-09-09,631.7
2016-09-10,626.3
2016-09-11,628.0
2016-09-12,612.1
2016-09-13,611.6
2016-09-14,614.2
2016-09-15,613.9
2016-09-16,611.8
2016-09-17,610.0
2016-09-18,607.7
2016-09-19,613.0
2016-09-20,609.8
2016-09-21,600.1
2016-09-22,597.4
2016-09-23,597.1
2016-09-24,603.3
2016-09-25,602.5
2016-09-26,600.4
2016-09-27,609.1
2016-09-28,605.5
2016-09-29,603.8
2016-09-30,604.6
2016-10-01,611.1
2016-10-02,614.1
2016-10-03,609.1
2016-10-04,612.7
2016-10-05,610.7
2016-10-06,614.1
2016-10-07,613.5
2016-10-08,620.1
2016-10-09,620.5
2016-10-10,616.6
2016-10-11,618.9
2016-10-12,641.9
2016-10-13,637.6
2016-10-14,637.0
2016-10-15,643.0
2016-10-16,640.2
2016-10-17,644.2
2016-10-18,639.8
2016-10-19,638.7
2016-10-20,631.8
2016-10-21,632.5
2016-10-22,636.7
2016-10-23,665.0
2016-10-24,659.0
2016-10-25,654.7
2016-10-26,659.5
2016-10-27,678.7
2016-10-28,688.7
2016-10-29,693.5
2016-10-30,714.5
2016-10-31,702.5
2016-11-01,704.1
2016-11-02,731.4
2016-11-03,747.2
2016-11-04,696.9
2016-11-05,706.8
2016-11-06,709.2
2016-11-07,712.7
2016-11-08,704.8
2016-11-09,714.0
2016-11-10,724.4
2016-11-11,714.9
2016-11-12,714.8
2016-11-13,703.4
2016-11-14,708.1
2016-11-15,707.4
2016-11-16,712.2
2016-11-17,745.0
2016-11-18,740.7
2016-11-19,754.0
2016-11-20,752.9
2016-11-21,729.7
2016-11-22,739.0
2016-11-23,749.8
2016-11-24,742.0
2016-11-25,737.7
2016-11-26,740.4
2016-11-27,731.2
2016-11-28,724.9
2016-11-29,731.5
2016-11-30,731.0
2016-12-01,739.0
2016-12-02,755.4
2016-12-03,774.9
2016-12-04,765.5
2016-12-05,768.5
2016-12-06,750.6
2016-12-07,757.2
2016-12-08,765.0
2016-12-09,765.0
2016-12-10,770.5
2016-12-11,772.9
2016-12-12,770.2
2016-12-13,778.0
2016-12-14,775.0
2016-12-15,774.5
2016-12-16,777.4
2016-12-17,784.2
2016-12-18,791.0
2016-12-19,790.2
2016-12-20,790.6
2016-12-21,798.8
2016-12-22,829.3
2016-12-23,859.2
2016-12-24,919.0
2016-12-25,895.2
2016-12-26,898.0
2016-12-27,906.4
2016-12-28,936.4
2016-12-29,981.7
2016-12-30,974.7
2016-12-31,959.2
2017-01-01,966.6
2017-01-02,999.2
2017-01-03,1019.3
2017-01-04,1037.5
2017-01-05,1139.8
2017-01-06,1003.8
2017-01-07,898.5
2017-01-08,908.8
2017-01-09,915.9
2017-01-10,903.0
2017-01-11,905.8
2017-01-12,779.5
2017-01-13,804.6
2017-01-14,828.1
2017-01-15,815.3
2017-01-16,820.7
2017-01-17,830.1
2017-01-18,904.0
2017-01-19,887.6
2017-01-20,900.3
2017-01-21,895.7
2017-01-22,924.0
2017-01-23,923.7
2017-01-24,908.4
2017-01-25,886.1
2017-01-26,893.3
2017-01-27,915.1
2017-01-28,916.7
2017-01-29,919.4
2017-01-30,912.5
2017-01-31,917.4
2017-02-01,966.2
2017-02-02,983.7
2017-02-03,1007.0
2017-02-04,1016.8
2017-02-05,1031.1
2017-02-06,1006.6
2017-02-07,1022.6
2017-02-08,1052.5
2017-02-09,1049.0
2017-02-10,985.0
2017-02-11,992.1
2017-02-12,1000.1
2017-02-13,996.0
2017-02-14,996.5
2017-02-15,1013.3
2017-02-16,1013.9
2017-02-17,1038.5
2017-02-18,1056.2
2017-02-19,1059.8
2017-02-20,1056.2
2017-02-21,1091.3
2017-02-22,1129.6
2017-02-23,1125.5
2017-02-24,1189.9
2017-02-25,1185.4
2017-02-26,1153.0
2017-02-27,1178.3
2017-02-28,1196.0
2017-03-01,1189.1
2017-03-02,1232.9
2017-03-03,1257.6
2017-03-04,1289.1
2017-03-05,1267.8
2017-03-06,1278.4
2017-03-07,1279.2
2017-03-08,1232.4
2017-03-09,1150.0
2017-03-10,1190.4
2017-03-11,1113.5
2017-03-12,1172.4
2017-03-13,1224.4
2017-03-14,1238.5
2017-03-15,1245.0
2017-03-16,1256.1
2017-03-17,1169.1
2017-03-18,1067.8
2017-03-19,971.9
2017-03-20,1016.5
2017-03-21,1040.4
2017-03-22,1115.9
2017-03-23,1039.4
2017-03-24,1032.7
2017-03-25,942.1
2017-03-26,971.3
2017-03-27,968.9
2017-03-28,1042.8
2017-03-29,1044.7
2017-03-30,1041.7
2017-03-31,1042.1
2017-04-01,1081.3
2017-04-02,1093.5
2017-04-03,1107.8
2017-04-04,1150.1
2017-04-05,1145.8
2017-04-06,1140.3
2017-04-07,1191.5
2017-04-08,1196.6
2017-04-09,1188.1
2017-04-10,1215.9
2017-04-11,1220.3
2017-04-12,1236.9
2017-04-13,1227.4
2017-04-14,1187.0
2017-04-15,1206.8
2017-04-16,1193.3
2017-04-17,1212.5
2017-04-18,1240.0
2017-04-19,1265.4
2017-04-20,1260.5
2017-04-21,1308.7
2017-04-22,1327.1
2017-04-23,1346.4
2017-04-24,1355.3
2017-04-25,1345.0
2017-04-26,1371.0
2017-04-27,1399.3
2017-04-28,1440.3
2017-04-29,1415.6
2017-04-30,1425.4
2017-05-01,1435.0
2017-05-02,1533.0
2017-05-03,1558.5
2017-05-04,1619.4
2017-05-05,1607.2
2017-05-06,1545.1
2017-05-07,1597.0
2017-05-08,1619.8
2017-05-09,1703.5
2017-05-10,1759.8
2017-05-11,1796.9
2017-05-12,1853.9
2017-05-13,1735.0
2017-05-14,1820.6
2017-05-15,1826.8
2017-05-16,1772.0
2017-05-17,1786.2
2017-05-18,1870.0
2017-05-19,1941.5
2017-05-20,1966.5
2017-05-21,2059.3
2017-05-22,2026.5
2017-05-23,2087.5
2017-05-24,2250.0
2017-05-25,2392.6
2017-05-26,2268.1
2017-05-27,2125.9
2017-05-28,1980.0
2017-05-29,2056.9
2017-05-30,2207.4
2017-05-31,2147.3
2017-06-01,2191.8
2017-06-02,2312.0
2017-06-03,2405.9
2017-06-04,2461.6
2017-06-05,2488.2
2017-06-06,2636.9
2017-06-07,2844.6
2017-06-08,2642.0
2017-06-09,2781.5
2017-06-10,2809.9
2017-06-11,2806.0
2017-06-12,2941.8
2017-06-13,2570.0
2017-06-14,2677.1
2017-06-15,2394.3
2017-06-16,2377.5
2017-06-17,2435.5
2017-06-18,2610.1
2017-06-19,2494.9
2017-06-20,2585.0
2017-06-21,2715.3
2017-06-22,2624.4
2017-06-23,2672.8
2017-06-24,2674.9
2017-06-25,2502.6
2017-06-26,2480.0
2017-06-27,2393.5
2017-06-28,2521.3
2017-06-29,2518.2
2017-06-30,2472.4
2017-07-01,2420.6
2017-07-02,2346.2
2017-07-03,2445.1
2017-07-04,2525.9
2017-07-05,2579.9
2017-07-06,2598.6
2017-07-07,2593.2
2017-07-08,2479.3
2017-07-09,2542.0
2017-07-10,2477.9
2017-07-11,2318.3
2017-07-12,2285.6
2017-07-13,2375.6
2017-07-14,2329.4
2017-07-15,2206.5
2017-07-16,1979.7
2017-07-17,1925.0
2017-07-18,2220.0
2017-07-19,2302.2
2017-07-20,2253.3
2017-07-21,2874.5
2017-07-22,2659.0
2017-07-23,2845.7
2017-07-24,2750.1
2017-07-25,2769.7
2017-07-26,2560.9
2017-07-27,2527.7
2017-07-28,2664.6
2017-07-29,2784.8
2017-07-30,2713.7
2017-07-31,2748.9
2017-08-01,2854.3
2017-08-02,2733.8
2017-08-03,2702.0
2017-08-04,2790.3
2017-08-05,2860.0
2017-08-06,3255.0
2017-08-07,3232.5
2017-08-08,3395.0
2017-08-09,3415.0
2017-08-10,3340.2
2017-08-11,3404.7
2017-08-12,3643.4
2017-08-13,3866.2
2017-08-14,4061.6
2017-08-15,4321.0
2017-08-16,4160.0
2017-08-17,4386.4
2017-08-18,4269.7
2017-08-19,4088.2
2017-08-20,4145.0
2017-08-21,4066.3
2017-08-22,3998.9
2017-08-23,4086.9
2017-08-24,4135.0
2017-08-25,4324.1
2017-08-26,4351.5
2017-08-27,4340.2
2017-08-28,4330.7
2017-08-29,4385.1
2017-08-30,4586.6
2017-08-31,4567.9
2017-09-01,4718.3
2017-09-02,4911.8
2017-09-03,4534.2
2017-09-04,4599.2
2017-09-05,4210.6
2017-09-06,4375.0
2017-09-07,4594.6
2017-09-08,4613.5
2017-09-09,4304.0
2017-09-10,4315.4
2017-09-11,4234.9
2017-09-12,4198.9
2017-09-13,4149.4
2017-09-14,3850.2
2017-09-15,3237.4
2017-09-16,3697.1
2017-09-17,3680.1
2017-09-18,3667.0
2017-09-19,4084.4
2017-09-20,3892.2
2017-09-21,3875.5
2017-09-22,3597.3
2017-09-23,3598.7
2017-09-24,3779.6
2017-09-25,3654.7
2017-09-26,3930.0
2017-09-27,3881.6
2017-09-28,4207.5
2017-09-29,4190.0
2017-09-30,4168.1
2017-10-01,4366.6
2017-10-02,4404.3
2017-10-03,4399.3
2017-10-04,4310.6
2017-10-05,4215.9
2017-10-06,4312.6
2017-10-07,4370.0
2017-10-08,4435.9
2017-10-09,4612.4
2017-10-10,4782.3
2017-10-11,4777.7
2017-10-12,4824.9
2017-10-13,5440.0
2017-10-14,5636.8
2017-10-15,5838.7
2017-10-16,5712.2
2017-10-17,5764.8
2017-10-18,5597.7
2017-10-19,5574.8
2017-10-20,5694.0
2017-10-21,5984.9
2017-10-22,6005.1
2017-10-23,5980.5
2017-10-24,5902.5
2017-10-25,5509.9
2017-10-26,5724.2
2017-10-27,5890.0
2017-10-28,5759.8
2017-10-29,5718.1
2017-10-30,6146.0
2017-10-31,6129.9
2017-11-01,6450.2
2017-11-02,6735.0
2017-11-03,7018.9
2017-11-04,7104.0
2017-11-05,7370.9
2017-11-06,7355.1
2017-11-07,6959.6
2017-11-08,7102.0
2017-11-09,7447.0
2017-11-10,7123.3
2017-11-11,6541.2
2017-11-12,6282.4
2017-11-13,5806.5
2017-11-14,6476.5
2017-11-15,6589.9
2017-11-16,7273.7
2017-11-17,7865.0
2017-11-18,7674.1
2017-11-19,7770.6
2017-11-20,8052.8
2017-11-21,8245.1
2017-11-22,8097.3
2017-11-23,8230.0
2017-11-24,7977.0
2017-11-25,8191.6
2017-11-26,8791.0
2017-11-27,9303.9
2017-11-28,9727.1
2017-11-29,9891.9
2017-11-30,9771.9
2017-12-01,9907.0
2017-12-02,10852.0
2017-12-03,10880.0
2017-12-04,11162.0
2017-12-05,11611.0
2017-12-06,11590.0
2017-12-07,13500.0
2017-12-08,16608.0
2017-12-09,15829.0
2017-12-10,14660.0
2017-12-11,14937.0
2017-12-12,16754.0
2017-12-13,17010.0
2017-12-14,16122.0
2017-12-15,16396.0
2017-12-16,17569.5
2017-12-17,19210.0
2017-12-18,18959.0
2017-12-19,18931.0
2017-12-20,17340.0
2017-12-21,16433.0
2017-12-22,15650.0
2017-12-23,13173.0
2017-12-24,14036.0
2017-12-25,13517.0
2017-12-26,13627.0
2017-12-27,15680.0
2017-12-28,15374.0
2017-12-29,14323.0
2017-12-30,14308.0
2017-12-31,12385.0
2018-01-01,13794.0
2018-01-02,13448.0
2018-01-03,14713.0
2018-01-04,15150.0
2018-01-05,15159.0
2018-01-06,16911.0
2018-01-07,17163.0
2018-01-08,16216.0
2018-01-09,14902.0
2018-01-10,14426.0
2018-01-11,14895.0
2018-01-12,13248.0
2018-01-13,13794.0
2018-01-14,14190.0
2018-01-15,13558.0
2018-01-16,13594.0
2018-01-17,11059.0
2018-01-18,11101.0
2018-01-19,11036.0
2018-01-20,11462.0
2018-01-21,12732.0
2018-01-22,11519.0
2018-01-23,10770.0
2018-01-24,10811.0
2018-01-25,11402.0
2018-01-26,11144.0
2018-01-27,11068.0
2018-01-28,11455.1
2018-01-29,11836.0
2018-01-30,11215.0
2018-01-31,10170.0
2018-02-01,10278.0
2018-02-02,9181.0
2018-02-03,8887.1
2018-02-04,9225.1
2018-02-05,8185.2
2018-02-06,6946.6
2018-02-07,7679.4
2018-02-08,7585.0
2018-02-09,8240.0
2018-02-10,8678.1
2018-02-11,8563.0
2018-02-12,8070.0
2018-02-13,8902.9
2018-02-14,8515.9
2018-02-15,9454.3
2018-02-16,9996.0
2018-02-17,10161.0
2018-02-18,11062.0
2018-02-19,10398.0
2018-02-20,11172.0
2018-02-21,11216.0
2018-02-22,10453.2
2018-02-23,9826.5
2018-02-24,10144.0
2018-02-25,9666.3
2018-02-26,9583.0
2018-02-27,10320.0
2018-02-28,10583.0
2018-03-01,10316.0
2018-03-02,10908.0
2018-03-03,11024.0
2018-03-04,11454.0
2018-03-05,11497.0
2018-03-06,11403.0
2018-03-07,10779.0
2018-03-08,9910.7
2018-03-09,9301.9
2018-03-10,9216.2
2018-03-11,8764.4
2018-03-12,9528.0
2018-03-13,9130.2
2018-03-14,9135.2
2018-03-15,8181.3
2018-03-16,8250.1
2018-03-17,8250.0
2018-03-18,7832.0
2018-03-19,8209.0
2018-03-20,8600.2
2018-03-21,8899.8
2018-03-22,8888.6
2018-03-23,8703.8
2018-03-24,8911.4
2018-03-25,8525.0
2018-03-26,8445.0
2018-03-27,8128.0
2018-03-28,7784.5
2018-03-29,7936.0
2018-03-30,7091.5
2018-03-31,6838.1
2018-04-01,6925.4
2018-04-02,6813.1
2018-04-03,7073.8
2018-04-04,7403.3
2018-04-05,6785.8
2018-04-06,6767.2
2018-04-07,6610.0
2018-04-08,6892.6
2018-04-09,7024.0
2018-04-10,6770.9
2018-04-11,6839.3
2018-04-12,6944.0
2018-04-13,7915.2
2018-04-14,7885.8
2018-04-15,8003.0
2018-04-16,8354.8
2018-04-17,8056.1
2018-04-18,7888.8
2018-04-19,8166.4
2018-04-20,8272.8
2018-04-21,8865.4
2018-04-22,8917.6
2018-04-23,8791.4
2018-04-24,8940.2
2018-04-25,9643.0
2018-04-26,8850.1
2018-04-27,9269.7
2018-04-28,8911.0
2018-04-29,9340.3
2018-04-30,9400.0
2018-05-01,9240.7
2018-05-02,9069.1
2018-05-03,9237.9
2018-05-04,9759.0
2018-05-05,9702.9
2018-05-06,9859.6
2018-05-07,9659.0
2018-05-08,9356.4
2018-05-09,9180.7
2018-05-10,9320.0
2018-05-11,9015.2
2018-05-12,8419.5
2018-05-13,8467.0
2018-05-14,8683.8
2018-05-15,8668.5
2018-05-16,8467.0
2018-05-17,8349.7
2018-05-18,8054.8
2018-05-19,8238.9
2018-05-20,8230.9
2018-05-21,8523.7
2018-05-22,8399.6
2018-05-23,7978.0
2018-05-24,7503.3
2018-05-25,7576.0
2018-05-26,7456.7
2018-05-27,7330.8
2018-05-28,7339.6
2018-05-29,7104.0
2018-05-30,7465.3
2018-05-31,7375.1
2018-06-01,7485.9
2018-06-02,7521.1
2018-06-03,7639.0
2018-06-04,7718.0
2018-06-05,7487.9
2018-06-06,7621.9
2018-06-07,7653.9
2018-06-08,7685.7
2018-06-09,7615.2
2018-06-10,7498.1
2018-06-11,6757.3
2018-06-12,6873.2
2018-06-13,6543.1
2018-06-14,6295.1
2018-06-15,6638.0
2018-06-16,6386.2
2018-06-17,6491.0
2018-06-18,6443.5
2018-06-19,6711.6
2018-06-20,6732.7
2018-06-21,6760.0
2018-06-22,6715.2
2018-06-23,6041.0
2018-06-24,6151.9
2018-06-25,6146.1
2018-06-26,6250.8
2018-06-27,6073.5
2018-06-28,6133.1
2018-06-29,5848.1
2018-06-30,6208.2
2018-07-01,6391.5
2018-07-02,6617.6
2018-07-03,6617.6
2018-07-04,6509.0
2018-07-05,6589.9
2018-07-06,6531.6
2018-07-07,6602.2
2018-07-08,6761.8
2018-07-09,6705.9
2018-07-10,6666.9
2018-07-11,6299.0
2018-07-12,6377.7
2018-07-13,6240.6
2018-07-14,6219.7
2018-07-15,6250.0
2018-07-16,6347.7
2018-07-17,6734.3
2018-07-18,7320.0
2018-07-19,7379.8
2018-07-20,7473.6
2018-07-21,7333.0
2018-07-22,7403.4
2018-07-23,7397.7
2018-07-24,7719.8
2018-07-25,8380.0
2018-07-26,8178.4
2018-07-27,7933.5
2018-07-28,8188.0
2018-07-29,8235.7
2018-07-30,8218.5
2018-07-31,8179.5
2018-08-01,7731.3
2018-08-02,7606.0
2018-08-03,7533.2
2018-08-04,7420.0
2018-08-05,7013.2
2018-08-06,7025.8
2018-08-07,6940.1
2018-08-08,6718.8
2018-08-09,6280.7
2018-08-10,6533.6
2018-08-11,6147.0
2018-08-12,6234.7
2018-08-13,6312.2
2018-08-14,6241.3
2018-08-15,6188.6
2018-08-16,6270.2
2018-08-17,6312.0
2018-08-18,6585.9
2018-08-19,6395.0
2018-08-20,6485.1
2018-08-21,6255.2
2018-08-22,6479.1
2018-08-23,6363.8
2018-08-24,6530.5
2018-08-25,6693.3
2018-08-26,6732.8
2018-08-27,6707.0
2018-08-28,6910.5
2018-08-29,7079.9
2018-08-30,7037.9
2018-08-31,6986.1
2018-09-01,7022.9
2018-09-02,7197.5
2018-09-03,7304.7
2018-09-04,7267.8
2018-09-05,7357.3
2018-09-06,6705.0
2018-09-07,6516.1
2018-09-08,6404.2
2018-09-09,6184.9
2018-09-10,6240.0
2018-09-11,6332.1
2018-09-12,6290.9
2018-09-13,6334.0
2018-09-14,6495.0
2018-09-15,6480.1
2018-09-16,6512.8
2018-09-17,6506.1
2018-09-18,6243.0
2018-09-19,6330.8
2018-09-20,6392.8
2018-09-21,6522.1
2018-09-22,6789.8
2018-09-23,6723.1
2018-09-24,6697.8
2018-09-25,6585.1
2018-09-26,6442.8
2018-09-27,6462.4
2018-09-28,6691.2
2018-09-29,6627.3
2018-09-30,6590.0
2018-10-01,6625.9
2018-10-02,6602.0
2018-10-03,6527.5
2018-10-04,6507.9
2018-10-05,6594.3
2018-10-06,6639.9
2018-10-07,6595.2
2018-10-08,6617.0
2018-10-09,6679.7
2018-10-10,6659.7
2018-10-11,6628.0
2018-10-12,6249.0
2018-10-13,6288.6
2018-10-14,6326.0
2018-10-15,6322.7
2018-10-16,6739.0
2018-10-17,6754.2
2018-10-18,6736.4
2018-10-19,6609.6
2018-10-20,6517.0
2018-10-21,6582.9
2018-10-22,6587.4
2018-10-23,6567.2
2018-10-24,6550.0
2018-10-25,6554.0
2018-10-26,6533.4
2018-10-27,6534.9
2018-10-28,6498.4
2018-10-29,6490.2
2018-10-30,6347.1
2018-10-31,6330.1
2018-11-01,6374.8
2018-11-02,6407.1
2018-11-03,6432.2
2018-11-04,6389.2
2018-11-05,6495.2
2018-11-06,6475.0
2018-11-07,6519.0
2018-11-08,6573.0
2018-11-09,6479.5
2018-11-10,6414.5
2018-11-11,6431.0
2018-11-12,6481.0
2018-11-13,6447.0
2018-11-14,6458.9
2018-11-15,5922.3
2018-11-16,5731.9
2018-11-17,5655.7
2018-11-18,5637.2
